User SSO,Account ID,Project Key,Access Permission,Access Status,Timestamp,HTML,PNG
user2,user2,PB,Write,HAS_ACCESS,2025-12-05 02:37:26,/home/user/Documents/FINAL/NODEJS/orphan_testing/output_files/html/has_access/user2_PB_2025-12-05_02-37-26.html,/home/user/Documents/FINAL/NODEJS/orphan_testing/output_files/png/has_access/user2_PB_2025-12-05_02-37-26.png
